Id,Level,TopicHeadings,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_MAT_L074_Q735,74,Division by 4 and 5,15 ÷ 5 = _____,,,,,3,FillBlank,,
F_MAT_L074_Q736,74,Division by 4 and 5,56 ÷ 4 = _____,,,,,14,FillBlank,,
F_MAT_L074_Q737,74,Division by 4 and 5,30 ÷ 5 = _____,,,,,6,FillBlank,,
F_MAT_L074_Q738,74,Division by 4 and 5,4 ÷ 4 = _____,,,,,1,FillBlank,,
F_MAT_L074_Q739,74,Division by 4 and 5,15 ÷ 5 = _____,,,,,3,FillBlank,,
F_MAT_L074_Q740,74,Division by 4 and 5,16 ÷ 4 = _____,,,,,4,FillBlank,,
F_MAT_L075_Q741,75,Division Word Problems by 4 and 5,A teacher shares 20 pencils equally among 5 students. How many pencils does each student get?,,,,,4,FillBlank,,
F_MAT_L075_Q742,75,Division Word Problems by 4 and 5,16 apples are placed equally into 4 baskets. How many apples are in each basket?,,,,,4,FillBlank,,
F_MAT_L075_Q743,75,Division Word Problems by 4 and 5,A baker packs 40 cookies equally into 5 boxes. How many cookies are in each box?,,,,,8,FillBlank,,
F_MAT_L075_Q744,75,Division Word Problems by 4 and 5,32 flowers are arranged equally in 4 vases. How many flowers are in each vase?,,,,,8,FillBlank,,
F_MAT_L075_Q745,75,Division Word Problems by 4 and 5,25 balloons are shared equally among 5 children. How many balloons does each child get?,,,,,5,FillBlank,,
F_MAT_L075_Q746,75,Division Word Problems by 4 and 5,A farmer puts 24 eggs equally into 4 baskets. How many eggs are in each basket?,,,,,6,FillBlank,,
F_MAT_L075_Q747,75,Division Word Problems by 4 and 5,45 candies are divided equally among 5 friends. How many candies does each friend get?,,,,,9,FillBlank,,
F_MAT_L075_Q748,75,Division Word Problems by 4 and 5,A gardener plants 36 flowers equally in 4 rows. How many flowers are in each row?,,,,,9,FillBlank,,
F_MAT_L075_Q749,75,Division Word Problems by 4 and 5,60 crayons are shared equally among 5 children. How many crayons does each child get?,,,,,12,FillBlank,,
F_MAT_L075_Q750,75,Division Word Problems by 4 and 5,28 books are placed equally on 4 shelves. How many books are on each shelf?,,,,,7,FillBlank,,
F_MAT_L076_Q751,76,Division Word Problems by 4 and 5,A shopkeeper packs 35 oranges equally into 5 bags. How many oranges are in each bag?,,,,,7,FillBlank,,
F_MAT_L076_Q752,76,Division Word Problems by 4 and 5,48 toy blocks are divided equally into 4 boxes. How many blocks are in each box?,,,,,12,FillBlank,,
F_MAT_L076_Q753,76,Division Word Problems by 4 and 5,50 chocolates are shared equally among 5 children. How many chocolates does each child get?,,,,,10,FillBlank,,
F_MAT_L076_Q754,76,Division Word Problems by 4 and 5,12 birds sit equally on 4 branches. How many birds are on each branch?,,,,,3,FillBlank,,
F_MAT_L076_Q755,76,Division Word Problems by 4 and 5,15 toy cars are divided equally among 5 children. How many toy cars does each child get?,,,,,3,FillBlank,,
F_MAT_L076_Q756,76,Division Word Problems by 4 and 5,56 marbles are shared equally among 4 boys. How many marbles does each boy get?,,,,,14,FillBlank,,
F_MAT_L076_Q757,76,Division Word Problems by 4 and 5,A librarian arranges 30 storybooks equally on 5 shelves. How many books are on each shelf?,,,,,6,FillBlank,,
F_MAT_L076_Q758,76,Division Word Problems by 4 and 5,44 stickers are shared equally among 4 friends. How many stickers does each friend get?,,,,,11,FillBlank,,
F_MAT_L076_Q759,76,Division Word Problems by 4 and 5,55 stars are divided equally into 5 groups. How many stars are in each group?,,,,,11,FillBlank,,
F_MAT_L076_Q760,76,Division Word Problems by 4 and 5,64 biscuits are packed equally into 4 tins. How many biscuits are in each tin?,,,,,16,FillBlank,,
F_MAT_L077_Q761,77,Challenge 9: Multiplication & Division,4 × 5 = _____,,,,,20,FillBlank,,
F_MAT_L077_Q762,77,Challenge 9: Multiplication & Division,18 ÷ 3 = _____,,,,,6,FillBlank,,
F_MAT_L077_Q763,77,Challenge 9: Multiplication & Division,3 × 7 = _____,,,,,21,FillBlank,,
F_MAT_L077_Q764,77,Challenge 9: Multiplication & Division,16 ÷ 4 = _____,,,,,4,FillBlank,,
F_MAT_L077_Q765,77,Challenge 9: Multiplication & Division,5 × 8 = _____,,,,,40,FillBlank,,
F_MAT_L077_Q766,77,Challenge 9: Multiplication & Division,20 ÷ 5 = _____,,,,,4,FillBlank,,
F_MAT_L077_Q767,77,Challenge 9: Multiplication & Division,2 × 9 = _____,,,,,18,FillBlank,,
F_MAT_L077_Q768,77,Challenge 9: Multiplication & Division,14 ÷ 2 = _____,,,,,7,FillBlank,,
F_MAT_L077_Q769,77,Challenge 9: Multiplication & Division,4 × 6 = _____,,,,,24,FillBlank,,
F_MAT_L077_Q770,77,Challenge 9: Multiplication & Division,27 ÷ 3 = _____,,,,,9,FillBlank,,
F_MAT_L078_Q771,78,Challenge 9: Multiplication & Division,5 × 6 = _____,,,,,30,FillBlank,,
F_MAT_L078_Q772,78,Challenge 9: Multiplication & Division,32 ÷ 4 = _____,,,,,8,FillBlank,,
F_MAT_L078_Q773,78,Challenge 9: Multiplication & Division,3 × 8 = _____,,,,,24,FillBlank,,
F_MAT_L078_Q774,78,Challenge 9: Multiplication & Division,45 ÷ 5 = _____,,,,,9,FillBlank,,
F_MAT_L078_Q775,78,Challenge 9: Multiplication & Division,2 × 10 = _____,,,,,20,FillBlank,,
F_MAT_L078_Q776,78,Challenge 9: Multiplication & Division,12 ÷ 2 = _____,,,,,6,FillBlank,,
F_MAT_L078_Q777,78,Challenge 9: Multiplication & Division,4 × 9 = _____,,,,,36,FillBlank,,
F_MAT_L078_Q778,78,Challenge 9: Multiplication & Division,24 ÷ 4 = _____,,,,,6,FillBlank,,
F_MAT_L078_Q779,78,Challenge 9: Multiplication & Division,3 × 9 = _____,,,,,27,FillBlank,,
F_MAT_L078_Q780,78,Challenge 9: Multiplication & Division,35 ÷ 5 = _____,,,,,7,FillBlank,,
F_MAT_L079_Q781,79,Multiplication (6x),What is 6 × 1 ?,5,6,7,8,6,MCQ,,
F_MAT_L079_Q782,79,Multiplication (6x),What is 6 × 2 ?,10,12,14,16,12,MCQ,,
F_MAT_L079_Q783,79,Multiplication (6x),What is 6 × 3 ?,16,18,20,22,18,MCQ,,
F_MAT_L079_Q784,79,Multiplication (6x),What is 6 × 4 ?,22,24,26,28,24,MCQ,,
F_MAT_L079_Q785,79,Multiplication (6x),What is 6 × 5 ?,28,30,32,34,30,MCQ,,
F_MAT_L079_Q786,79,Multiplication (6x),What is 6 × 6 ?,34,36,38,40,36,MCQ,,
F_MAT_L079_Q787,79,Multiplication (6x),What is 6 × 7 ?,40,42,44,46,42,MCQ,,
F_MAT_L079_Q788,79,Multiplication (6x),What is 6 × 8 ?,46,48,50,52,48,MCQ,,
F_MAT_L079_Q789,79,Multiplication (6x),What is 6 × 9 ?,52,54,56,58,54,MCQ,,
F_MAT_L079_Q790,79,Multiplication (6x),What is 6 × 10 ?,58,60,62,64,60,MCQ,,
F_MAT_L080_Q791,80,Multiplication (6x),What is 4 × 6 ?,22,24,26,28,24,MCQ,,
F_MAT_L080_Q792,80,Multiplication (6x),What is 1 × 6 ?,5,6,7,8,6,MCQ,,
F_MAT_L080_Q793,80,Multiplication (6x),What is 2 × 6 ?,10,12,14,16,12,MCQ,,
F_MAT_L080_Q794,80,Multiplication (6x),What is 8 × 6 ?,46,48,50,52,48,MCQ,,
F_MAT_L080_Q795,80,Multiplication (6x),What is 3 × 6 ?,16,18,20,22,18,MCQ,,
F_MAT_L080_Q796,80,Multiplication (6x),What is 5 × 6 ?,28,30,32,34,30,MCQ,,
F_MAT_L080_Q797,80,Multiplication (6x),What is 7 × 6 ?,40,42,44,46,42,MCQ,,
F_MAT_L080_Q798,80,Multiplication (6x),What is 9 × 6 ?,52,54,56,58,54,MCQ,,
F_MAT_L080_Q799,80,Multiplication (6x),What is 10 × 6 ?,58,60,62,64,60,MCQ,,
F_MAT_L080_Q800,80,Multiplication (6x),What is 6 × 6 ?,34,36,38,40,36,MCQ,,
F_MAT_L081_Q801,81,Multiplication (6x),A teacher gives 6 pencils to each of 3 students. How many pencils are given?,16,18,20,22,18,MCQ,,
F_MAT_L081_Q802,81,Multiplication (6x),A packet has 6 biscuits. How many biscuits are in 8 packets?,46,48,50,52,48,MCQ,,
F_MAT_L081_Q803,81,Multiplication (6x),Each box has 6 chocolates. How many chocolates are in 4 boxes?,22,24,26,28,24,MCQ,,
F_MAT_L081_Q804,81,Multiplication (6x),A spider has 6 legs. How many legs do 5 spiders have?,24,28,30,32,30,MCQ,,
F_MAT_L081_Q805,81,Multiplication (6x),Each shelf holds 6 books. How many books are on 10 shelves?,58,60,62,64,60,MCQ,,
F_MAT_L081_Q806,81,Multiplication (6x),There are 6 flowers in each vase. How many flowers are in 6 vases?,34,35,36,37,36,MCQ,,
F_MAT_L081_Q807,81,Multiplication (6x),Each week has 6 school days. How many school days are there in 7 weeks?,40,41,42,43,42,MCQ,,
F_MAT_L081_Q808,81,Multiplication (6x),There are 6 birds on each tree. How many birds are on 9 trees?,52,54,56,58,54,MCQ,,
F_MAT_L081_Q809,81,Multiplication (6x),There are 6 apples in each basket. How many apples are in 2 baskets?,10,12,14,16,12,MCQ,,
F_MAT_L081_Q810,81,Multiplication (6x),A shop sells 6 balloons every hour. How many balloons are sold in 1 hour?,5,6,7,8,6,MCQ,,
F_MAT_L082_Q811,82,Multiplication (7x ),What is 7 × 1 ?,6,7,8,9,7,MCQ,,
F_MAT_L082_Q812,82,Multiplication (7x ),What is 7 × 2 ?,12,13,14,15,14,MCQ,,
F_MAT_L082_Q813,82,Multiplication (7x ),What is 7 × 3 ?,19,20,21,22,21,MCQ,,
F_MAT_L082_Q814,82,Multiplication (7x ),What is 7 × 4 ?,26,27,28,29,28,MCQ,,
F_MAT_L082_Q815,82,Multiplication (7x ),What is 7 × 5 ?,33,34,35,36,35,MCQ,,
F_MAT_L082_Q816,82,Multiplication (7x ),What is 7 × 6 ?,40,41,42,43,42,MCQ,,
F_MAT_L082_Q817,82,Multiplication (7x ),What is 7 × 7 ?,47,48,49,50,49,MCQ,,
F_MAT_L082_Q818,82,Multiplication (7x ),What is 7 × 8 ?,54,55,56,57,56,MCQ,,
F_MAT_L082_Q819,82,Multiplication (7x ),What is 7 × 9 ?,61,62,63,64,63,MCQ,,
F_MAT_L082_Q820,82,Multiplication (7x ),What is 7 × 10 ?,68,69,70,71,70,MCQ,,
F_MAT_L083_Q821,83,Multiplication (7x ),What is 1 × 7 ?,6,7,8,9,7,MCQ,,
F_MAT_L083_Q822,83,Multiplication (7x ),What is 6 × 7 ?,40,41,42,43,42,MCQ,,
F_MAT_L083_Q823,83,Multiplication (7x ),What is 2 × 7 ?,12,13,14,15,14,MCQ,,
F_MAT_L083_Q824,83,Multiplication (7x ),What is 4 × 7 ?,26,27,28,29,28,MCQ,,
F_MAT_L083_Q825,83,Multiplication (7x ),What is 5 × 7 ?,33,34,35,36,35,MCQ,,
F_MAT_L083_Q826,83,Multiplication (7x ),What is 10 × 7 ?,68,69,70,71,70,MCQ,,
F_MAT_L083_Q827,83,Multiplication (7x ),What is 8 × 7 ?,54,55,56,57,56,MCQ,,
F_MAT_L083_Q828,83,Multiplication (7x ),What is 9 × 7 ?,61,62,63,64,63,MCQ,,
F_MAT_L083_Q829,83,Multiplication (7x ),What is 7 × 7 ?,47,48,49,50,49,MCQ,,
F_MAT_L083_Q830,83,Multiplication (7x ),What is 3 × 7 ?,19,20,21,22,21,MCQ,,
F_MAT_L084_Q831,84,Multiplication (7x ),There are 7 apples in each basket. How many apples are in 2 baskets?,12,14,16,18,14,MCQ,,
F_MAT_L084_Q832,84,Multiplication (7x ),A teacher gives 7 pencils to each of 3 students. How many pencils are given?,20,21,22,23,21,MCQ,,
F_MAT_L084_Q833,84,Multiplication (7x ),There are 7 birds on each tree. How many birds are on 9 trees?,61,62,63,64,63,MCQ,,
F_MAT_L084_Q834,84,Multiplication (7x ),Each box has 7 chocolates. How many chocolates are in 4 boxes?,26,27,28,29,28,MCQ,,
F_MAT_L084_Q835,84,Multiplication (7x ),There are 7 flowers in each vase. How many flowers are in 6 vases?,40,41,42,43,42,MCQ,,
F_MAT_L084_Q836,84,Multiplication (7x ),A spider has 7 toy stickers on each page. How many stickers are on 7 pages?,47,48,49,50,49,MCQ,,
F_MAT_L084_Q837,84,Multiplication (7x ),Each packet has 7 biscuits. How many biscuits are in 8 packets?,54,55,56,57,56,MCQ,,
F_MAT_L084_Q838,84,Multiplication (7x ),Each shelf holds 7 books. How many books are on 10 shelves?,68,69,70,71,70,MCQ,,
F_MAT_L084_Q839,84,Multiplication (7x ),A week has 7 days. How many days are there in 5 weeks?,33,34,35,36,35,MCQ,,
F_MAT_L084_Q840,84,Multiplication (7x ),A shop sells 7 balloons every hour. How many balloons are sold in 1 hour?,6,7,8,9,7,MCQ,,
F_MAT_L085_Q841,85,Division by 6 and 7,42 ÷ 6 = _____,,,,,7,FillBlank,,
F_MAT_L085_Q842,85,Division by 6 and 7,28 ÷ 7 = _____,,,,,4,FillBlank,,
F_MAT_L085_Q843,85,Division by 6 and 7,18 ÷ 6 = _____,,,,,3,FillBlank,,
F_MAT_L085_Q844,85,Division by 6 and 7,49 ÷ 7 = _____,,,,,7,FillBlank,,
F_MAT_L085_Q845,85,Division by 6 and 7,54 ÷ 6 = _____,,,,,9,FillBlank,,
F_MAT_L085_Q846,85,Division by 6 and 7,35 ÷ 7 = _____,,,,,5,FillBlank,,
F_MAT_L085_Q847,85,Division by 6 and 7,30 ÷ 6 = _____,,,,,5,FillBlank,,
F_MAT_L085_Q848,85,Division by 6 and 7,63 ÷ 7 = _____,,,,,9,FillBlank,,
F_MAT_L085_Q849,85,Division by 6 and 7,60 ÷ 6 = _____,,,,,10,FillBlank,,
F_MAT_L085_Q850,85,Division by 6 and 7,14 ÷ 7 = _____,,,,,2,FillBlank,,
F_MAT_L086_Q851,86,Division by 6 and 7,24 ÷ 6 = _____,,,,,4,FillBlank,,
F_MAT_L086_Q852,86,Division by 6 and 7,56 ÷ 7 = _____,,,,,8,FillBlank,,
F_MAT_L086_Q853,86,Division by 6 and 7,36 ÷ 6 = _____,,,,,6,FillBlank,,
F_MAT_L086_Q854,86,Division by 6 and 7,21 ÷ 7 = _____,,,,,3,FillBlank,,
F_MAT_L086_Q855,86,Division by 6 and 7,48 ÷ 6 = _____,,,,,8,FillBlank,,
F_MAT_L086_Q856,86,Division by 6 and 7,70 ÷ 7 = _____,,,,,10,FillBlank,,
F_MAT_L086_Q857,86,Division by 6 and 7,12 ÷ 6 = _____,,,,,2,FillBlank,,
F_MAT_L086_Q858,86,Division by 6 and 7,7 ÷ 7 = _____,,,,,1,FillBlank,,
F_MAT_L086_Q859,86,Division by 6 and 7,6 ÷ 6 = _____,,,,,1,FillBlank,,
F_MAT_L086_Q860,86,Division by 6 and 7,42 ÷ 7 = _____,,,,,6,FillBlank,,
F_MAT_L087_Q861,87,Choose the Operation,A week has 7 days. How many days are there in 5 weeks?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L087_Q862,87,Choose the Operation,Rina has 15 apples. She buys 8 more apples. Which operation should you use?,Addition,Subtraction,Multiplication,,Addition,MCQ,,
F_MAT_L087_Q863,87,Choose the Operation,Tom has 20 balloons. He gives 6 balloons to his friend. Which operation should you use?,Addition,Subtraction,Multiplication,,Subtraction,MCQ,,
F_MAT_L087_Q864,87,Choose the Operation,There are 4 baskets with 9 oranges in each basket. Which operation should you use?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L087_Q865,87,Choose the Operation,A farmer plants 6 rows of 8 flowers. Which operation should you use?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L087_Q866,87,Choose the Operation,Sara has 32 stickers. She loses 9 stickers. Which operation should you use?,Addition,Subtraction,Multiplication,,Subtraction,MCQ,,
F_MAT_L087_Q867,87,Choose the Operation,Ali has 14 marbles. His uncle gives him 11 more marbles. Which operation should you use?,Addition,Subtraction,Multiplication,,Addition,MCQ,,
F_MAT_L087_Q868,87,Choose the Operation,There are 5 boxes with 10 pencils in each box. Which operation should you use?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L087_Q869,87,Choose the Operation,Nina has 18 pencils. She gives away 5 pencils. Which operation should you use?,Addition,Subtraction,Multiplication,,Subtraction,MCQ,,
F_MAT_L087_Q870,87,Choose the Operation,A bus has 27 passengers. 13 more passengers get on. Which operation should you use?,Addition,Subtraction,Multiplication,,Addition,MCQ,,
F_MAT_L088_Q871,88,Choose the Operation,A spider has 8 legs. How many legs do 6 spiders have?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L088_Q872,88,Choose the Operation,John had 40 coins. He spent 17 coins. Which operation should you use?,Addition,Subtraction,Multiplication,,Subtraction,MCQ,,
F_MAT_L088_Q873,88,Choose the Operation,A box contains 10 crayons. How many crayons are in 9 boxes?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L088_Q874,88,Choose the Operation,Maya collected 25 shells and then found 14 more shells. Which operation should you use?,Addition,Subtraction,Multiplication,,Addition,MCQ,,
F_MAT_L088_Q875,88,Choose the Operation,A class has 30 students. 7 students are absent. Which operation should you use?,Addition,Subtraction,Multiplication,,Subtraction,MCQ,,
F_MAT_L088_Q876,88,Choose the Operation,There are 5 tables with 8 chairs at each table. Which operation should you use?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L088_Q877,88,Choose the Operation,Emma has 22 storybooks. Her father gives her 6 more books. Which operation should you use?,Addition,Subtraction,Multiplication,,Addition,MCQ,,
F_MAT_L088_Q878,88,Choose the Operation,David has 35 toy cars. He gives 12 to his cousin. Which operation should you use?,Addition,Subtraction,Multiplication,,Subtraction,MCQ,,
F_MAT_L088_Q879,88,Choose the Operation,There are 9 bags with 4 candies in each bag. Which operation should you use?,Addition,Subtraction,Multiplication,,Multiplication,MCQ,,
F_MAT_L088_Q880,88,Choose the Operation,Lily has 16 balloons. Her friends give her 9 more balloons. Which operation should you use?,Addition,Subtraction,Multiplication,,Addition,MCQ,,
F_MAT_L089_Q881,89,Addition with Carrying,27|15|+,,,,,42,ColumnMath,,
F_MAT_L089_Q882,89,Addition with Carrying,38|27|+,,,,,65,ColumnMath,,
F_MAT_L089_Q883,89,Addition with Carrying,46|19|+,,,,,65,ColumnMath,,
F_MAT_L089_Q884,89,Addition with Carrying,58|16|+,,,,,74,ColumnMath,,
F_MAT_L089_Q885,89,Addition with Carrying,39|24|+,,,,,63,ColumnMath,,
F_MAT_L089_Q886,89,Addition with Carrying,47|28|+,,,,,75,ColumnMath,,
F_MAT_L089_Q887,89,Addition with Carrying,65|17|+,,,,,82,ColumnMath,,
F_MAT_L089_Q888,89,Addition with Carrying,29|35|+,,,,,64,ColumnMath,,
F_MAT_L089_Q889,89,Addition with Carrying,48|15|+,,,,,63,ColumnMath,,
F_MAT_L089_Q890,89,Addition with Carrying,57|26|+,,,,,83,ColumnMath,,
F_MAT_L090_Q891,90,Addition with Carrying,36|28|+,,,,,64,ColumnMath,,
F_MAT_L090_Q892,90,Addition with Carrying,49|18|+,,,,,67,ColumnMath,,
F_MAT_L090_Q893,90,Addition with Carrying,68|15|+,,,,,83,ColumnMath,,
F_MAT_L090_Q894,90,Addition with Carrying,59|23|+,,,,,82,ColumnMath,,
F_MAT_L090_Q895,90,Addition with Carrying,77|16|+,,,,,93,ColumnMath,,
F_MAT_L090_Q896,90,Addition with Carrying,28|39|+,,,,,67,ColumnMath,,
F_MAT_L090_Q897,90,Addition with Carrying,56|18|+,,,,,74,ColumnMath,,
F_MAT_L090_Q898,90,Addition with Carrying,37|25|+,,,,,62,ColumnMath,,
F_MAT_L090_Q899,90,Addition with Carrying,69|14|+,,,,,83,ColumnMath,,
F_MAT_L090_Q900,90,Addition with Carrying,88|13|+,,,,,101,ColumnMath,,
F_MAT_L091_Q901,91,Subtraction with Borrowing,52|17|-,,,,,35,ColumnMath,,
F_MAT_L091_Q902,91,Subtraction with Borrowing,63|28|-,,,,,35,ColumnMath,,
F_MAT_L091_Q903,91,Subtraction with Borrowing,74|39|-,,,,,35,ColumnMath,,
F_MAT_L091_Q904,91,Subtraction with Borrowing,81|26|-,,,,,55,ColumnMath,,
F_MAT_L091_Q905,91,Subtraction with Borrowing,92|47|-,,,,,45,ColumnMath,,
F_MAT_L091_Q906,91,Subtraction with Borrowing,53|18|-,,,,,35,ColumnMath,,
F_MAT_L091_Q907,91,Subtraction with Borrowing,64|29|-,,,,,35,ColumnMath,,
F_MAT_L091_Q908,91,Subtraction with Borrowing,75|38|-,,,,,37,ColumnMath,,
F_MAT_L091_Q909,91,Subtraction with Borrowing,82|47|-,,,,,35,ColumnMath,,
F_MAT_L091_Q910,91,Subtraction with Borrowing,93|58|-,,,,,35,ColumnMath,,
F_MAT_L092_Q911,92,Subtraction with Borrowing,61|24|-,,,,,37,ColumnMath,,
F_MAT_L092_Q912,92,Subtraction with Borrowing,72|35|-,,,,,37,ColumnMath,,
F_MAT_L092_Q913,92,Subtraction with Borrowing,84|29|-,,,,,55,ColumnMath,,
F_MAT_L092_Q914,92,Subtraction with Borrowing,95|37|-,,,,,58,ColumnMath,,
F_MAT_L092_Q915,92,Subtraction with Borrowing,73|18|-,,,,,55,ColumnMath,,
F_MAT_L092_Q916,92,Subtraction with Borrowing,62|27|-,,,,,35,ColumnMath,,
F_MAT_L092_Q917,92,Subtraction with Borrowing,91|46|-,,,,,45,ColumnMath,,
F_MAT_L092_Q918,92,Subtraction with Borrowing,83|28|-,,,,,55,ColumnMath,,
F_MAT_L092_Q919,92,Subtraction with Borrowing,54|19|-,,,,,35,ColumnMath,,
F_MAT_L092_Q920,92,Subtraction with Borrowing,71|26|-,,,,,45,ColumnMath,,
F_MAT_L093_Q921,93,Multiplication (8x ),What is 8 × 1 ?,7,8,9,10,8,MCQ,,
F_MAT_L093_Q922,93,Multiplication (8x ),What is 8 × 2 ?,14,15,16,17,16,MCQ,,
F_MAT_L093_Q923,93,Multiplication (8x ),What is 8 × 3 ?,22,23,24,25,24,MCQ,,
F_MAT_L093_Q924,93,Multiplication (8x ),What is 8 × 4 ?,30,31,32,33,32,MCQ,,
F_MAT_L093_Q925,93,Multiplication (8x ),What is 8 × 5 ?,38,39,40,41,40,MCQ,,
F_MAT_L093_Q926,93,Multiplication (8x ),What is 8 × 6 ?,46,47,48,49,48,MCQ,,
F_MAT_L093_Q927,93,Multiplication (8x ),What is 8 × 7 ?,54,55,56,57,56,MCQ,,
F_MAT_L093_Q928,93,Multiplication (8x ),What is 8 × 8 ?,62,63,64,65,64,MCQ,,
F_MAT_L093_Q929,93,Multiplication (8x ),What is 8 × 9 ?,70,71,72,73,72,MCQ,,
F_MAT_L093_Q930,93,Multiplication (8x ),What is 8 × 10 ?,78,79,80,81,80,MCQ,,
F_MAT_L094_Q931,94,Multiplication (8x ),What is 8 × 6 ?,46,47,48,49,48,MCQ,,
F_MAT_L094_Q932,94,Multiplication (8x ),What is 3 × 8 ?,22,23,24,25,24,MCQ,,
F_MAT_L094_Q933,94,Multiplication (8x ),What is 10 × 8 ?,78,79,80,81,80,MCQ,,
F_MAT_L094_Q934,94,Multiplication (8x ),What is 1 × 8 ?,7,8,9,10,8,MCQ,,
F_MAT_L094_Q935,94,Multiplication (8x ),What is 7 × 8 ?,54,55,56,57,56,MCQ,,
F_MAT_L094_Q936,94,Multiplication (8x ),What is 5 × 8 ?,38,39,40,41,40,MCQ,,
F_MAT_L094_Q937,94,Multiplication (8x ),What is 8 × 8 ?,62,63,64,65,64,MCQ,,
F_MAT_L094_Q938,94,Multiplication (8x ),What is 2 × 8 ?,14,15,16,17,16,MCQ,,
F_MAT_L094_Q939,94,Multiplication (8x ),What is 9 × 8 ?,70,71,72,73,72,MCQ,,
F_MAT_L094_Q940,94,Multiplication (8x ),What is 4 × 8 ?,30,31,32,33,32,MCQ,,
F_MAT_L095_Q941,95,Multiplication (8x ),Each packet has 8 biscuits. How many biscuits are in 7 packets?,54,55,56,57,56,MCQ,,
F_MAT_L095_Q942,95,Multiplication (8x ),There are 8 apples in each basket. How many apples are in 2 baskets?,14,15,16,17,16,MCQ,,
F_MAT_L095_Q943,95,Multiplication (8x ),Each shelf holds 8 books. How many books are on 10 shelves?,78,79,80,81,80,MCQ,,
F_MAT_L095_Q944,95,Multiplication (8x ),A spider has 8 legs. How many legs do 4 spiders have?,30,31,32,33,32,MCQ,,
F_MAT_L095_Q945,95,Multiplication (8x ),There are 8 flowers in each vase. How many flowers are in 6 vases?,46,47,48,49,48,MCQ,,
F_MAT_L095_Q946,95,Multiplication (8x ),Each box has 8 chocolates. How many chocolates are in 8 boxes?,62,63,64,65,64,MCQ,,
F_MAT_L095_Q947,95,Multiplication (8x ),A teacher gives 8 pencils to each of 3 students. How many pencils are given?,22,23,24,25,24,MCQ,,
F_MAT_L095_Q948,95,Multiplication (8x ),Each bag has 8 oranges. How many oranges are in 5 bags?,38,39,40,41,40,MCQ,,
F_MAT_L095_Q949,95,Multiplication (8x ),There are 8 birds on each tree. How many birds are on 9 trees?,70,71,72,73,72,MCQ,,
F_MAT_L095_Q950,95,Multiplication (8x ),A shop sells 8 balloons every hour. How many balloons are sold in 1 hour?,7,8,9,10,8,MCQ,,
F_MAT_L096_Q951,96,Multiplication (9x ),What is 9 × 1 ?,8,9,10,11,9,MCQ,,
F_MAT_L096_Q952,96,Multiplication (9x ),What is 9 × 2 ?,16,17,18,19,18,MCQ,,
F_MAT_L096_Q953,96,Multiplication (9x ),What is 9 × 3 ?,25,26,27,28,27,MCQ,,
F_MAT_L096_Q954,96,Multiplication (9x ),What is 9 × 4 ?,34,35,36,37,36,MCQ,,
F_MAT_L096_Q955,96,Multiplication (9x ),What is 9 × 5 ?,43,44,45,46,45,MCQ,,
F_MAT_L096_Q956,96,Multiplication (9x ),What is 9 × 6 ?,52,53,54,55,54,MCQ,,
F_MAT_L096_Q957,96,Multiplication (9x ),What is 9 × 7 ?,61,62,63,64,63,MCQ,,
F_MAT_L096_Q958,96,Multiplication (9x ),What is 9 × 8 ?,70,71,72,73,72,MCQ,,
F_MAT_L096_Q959,96,Multiplication (9x ),What is 9 × 9 ?,79,80,81,82,81,MCQ,,
F_MAT_L096_Q960,96,Multiplication (9x ),What is 9 × 10 ?,88,89,90,91,90,MCQ,,
F_MAT_L097_Q961,97,Multiplication (9x ),What is 7 × 9 ?,61,62,63,64,63,MCQ,,
F_MAT_L097_Q962,97,Multiplication (9x ),What is 2 × 9 ?,16,17,18,19,18,MCQ,,
F_MAT_L097_Q963,97,Multiplication (9x ),What is 10 × 9 ?,88,89,90,91,90,MCQ,,
F_MAT_L097_Q964,97,Multiplication (9x ),What is 4 × 9 ?,34,35,36,37,36,MCQ,,
F_MAT_L097_Q965,97,Multiplication (9x ),What is 1 × 9 ?,8,9,10,11,9,MCQ,,
F_MAT_L097_Q966,97,Multiplication (9x ),What is 8 × 9 ?,70,71,72,73,72,MCQ,,
F_MAT_L097_Q967,97,Multiplication (9x ),What is 5 × 9 ?,43,44,45,46,45,MCQ,,
F_MAT_L097_Q968,97,Multiplication (9x ),What is 9 × 9 ?,79,80,81,82,81,MCQ,,
F_MAT_L097_Q969,97,Multiplication (9x ),What is 3 × 9 ?,25,26,27,28,27,MCQ,,
F_MAT_L097_Q970,97,Multiplication (9x ),What is 6 × 9 ?,52,53,54,55,54,MCQ,,
F_MAT_L098_Q971,98,Multiplication (9x ),Each packet has 9 biscuits. How many biscuits are in 8 packets?,70,71,72,73,72,MCQ,,
F_MAT_L098_Q972,98,Multiplication (9x ),There are 9 apples in each basket. How many apples are in 3 baskets?,25,26,27,28,27,MCQ,,
