Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_ENG_L069_Q690,69,Preposition,The pen is ____ the scissors.,behind,on,over,next to,next to,MCQ,,
F_ENG_L069_Q691,69,Preposition,There's a bat ____ the bed.,beside,on,over,in,on,MCQ,,
F_ENG_L069_Q692,69,Preposition,There's a doll ___ the coffee table.,under,in,on,over,under,MCQ,,
F_ENG_L069_Q693,69,Preposition,There's a ball __ the box.,beside,on,in,under,in,MCQ,,
F_ENG_L069_Q694,69,Preposition,The bookcase is ___ the desk and the bed.,beside,below,between,behind,between,MCQ,,
F_ENG_L069_Q695,69,Preposition,There's a desk ___ the chair.,behind,below,beside,between,behind,MCQ,,
F_ENG_L069_Q696,69,Preposition,There's a bed ____ the bookcase.,below,beside,between,behind,beside,MCQ,,
F_ENG_L069_Q697,69,Preposition,There are books ___ the bookcase.,over,in,beside,on,in,MCQ,,
F_ENG_L070_Q698,70,Preposition,The green book is ___ the table lamp.,between,beside,behind,below,below,MCQ,,
F_ENG_L070_Q699,70,Preposition,The watch is ___ the chair.,under,among,inside,on,under,MCQ,,
F_ENG_L070_Q700,70,Preposition,The cap is ___ the bat.,beside,below,behind,between,beside,MCQ,,
F_ENG_L070_Q701,70,Preposition,The lamp is ___ the sofa.,beside,under,in front of,on ,beside,MCQ,,
F_ENG_L070_Q702,70,Preposition,The pen is ____ the table.,in front of,on,under,beside,on,MCQ,,
F_ENG_L070_Q703,70,Preposition,The rug is ____ the table.,on,under,in,beside,under,MCQ,,
F_ENG_L070_Q704,70,Preposition,The newspaper is ___ the table.,beside,over,in,on,on,MCQ,,
F_ENG_L070_Q705,70,Preposition,The CD player is ____ the table.,in,on,among,between,on,MCQ,,
F_ENG_L070_Q706,70,Preposition,The window is ____  the curtain.,among,behind,on,between,behind,MCQ,,
F_ENG_L070_Q707,70,Preposition,The curtain is ____ the window.,among,behind,in,in front of,in front of,MCQ,,
F_ENG_L071_Q708,71,,,,,,,,Lesson,English/adverb.md,
F_ENG_L071_Q709,71,Adverb,Which word is an Adverb?,quickly,beautiful,cat,run,quickly,MCQ,,
F_ENG_L071_Q710,71,Adverb,Which word is an Adverb?,blue,jump,school,slowly,slowly,MCQ,,
F_ENG_L071_Q711,71,Adverb,Which word is an Adverb?,loudly,happy,book,sing,loudly,MCQ,,
F_ENG_L071_Q712,71,Adverb,Which word is an Adverb?,kind,carefully,teacher,write,carefully,MCQ,,
F_ENG_L071_Q713,71,Adverb,Which word is an Adverb?,play,car,neatly,green,neatly,MCQ,,
F_ENG_L071_Q714,71,Adverb,The boy ran _________. (Adverb),happy,cat,quickly,quick,quickly,MCQ,,
F_ENG_L071_Q715,71,Adverb,She spoke _________ in the library. (Adverb),quietly,loud,slowly,book,quietly,MCQ,,
F_ENG_L071_Q716,71,Adverb,The students listened _________ to the teacher. (Adverb),kind,careful,carefully,teacher,carefully,MCQ,,
F_ENG_L071_Q717,71,Adverb,The baby slept _________. (Adverb),sleep,peacefully,bed,peaceful,peacefully,MCQ,,
F_ENG_L071_Q718,71,Adverb,He wrote his homework _________. (Adverb),school,neat,neatly,book,neatly,MCQ,,
F_ENG_L072_Q719,72,Adverb,"Pick out the Adverb: ""The bird flew quickly.""",the,flew,quickly,bird,quickly,MCQ,,
F_ENG_L072_Q720,72,Adverb,"Pick out the Adverb: ""She sang beautifully.""",she,sang,beautifully,song,beautifully,MCQ,,
F_ENG_L072_Q721,72,Adverb,"Pick out the Adverb: ""The dog barked loudly.""",barked,loudly,the,dog,loudly,MCQ,,
F_ENG_L072_Q722,72,Adverb,"Pick out the Adverb: ""They worked happily.""",worked,happily,work,they,happily,MCQ,,
F_ENG_L072_Q723,72,Adverb,"Pick out the Adverb: ""He answered politely.""",politely,answered,he,the,politely,MCQ,,
F_ENG_L072_Q724,72,Adverb,An adverb tells us _________ an action happens.,when,what,where,how,how,MCQ,,
F_ENG_L072_Q725,72,Adverb,Which word tells how the action is done?,teacher,cat,quickly,run,quickly,MCQ,,
F_ENG_L072_Q726,72,Adverb,The rabbit hopped _________. (Adverb),quick,car,quickly,happy,quickly,MCQ,,
F_ENG_L072_Q727,72,Adverb,The children played _________ in the park. (Adverb),happy,happily,park,game,happily,MCQ,,
F_ENG_L072_Q728,72,Adverb,She completed the puzzle _________. (Adverb),easily,puzzle,easy,book,easily,MCQ,,
F_ENG_L073_Q729,73,Adverb,Which word is NOT an Adverb?,neatly,carefully,slowly,beautiful,beautiful,MCQ,,
F_ENG_L073_Q730,73,Adverb,Which word is NOT an Adverb?,happily,run,quickly,loudly,run,MCQ,,
F_ENG_L073_Q731,73,Adverb,The turtle walked _________. (Adverb),slow,slowly,turtle,green,slowly,MCQ,,
F_ENG_L073_Q732,73,Adverb,The girl smiled _________. (Adverb),sweet,sweetly,kind,girl,sweetly,MCQ,,
F_ENG_L073_Q733,73,Adverb,An adverb often describes a _________. (Adverb),noun,pronoun,verb,conjunction,verb,MCQ,,
F_ENG_L073_Q734,73,Adverb,Which word is an Adverb?,quietly,happy,book,run,quietly,MCQ,,
F_ENG_L073_Q735,73,Adverb,Which word is an Adverb?,blue,school,jump,bravely,bravely,MCQ,,
F_ENG_L073_Q736,73,Adverb,Which word is an Adverb?,green,play,safely,cat,safely,MCQ,,
F_ENG_L073_Q737,73,Adverb,Which word is an Adverb?,write,eagerly,teacher,kind,eagerly,MCQ,,
F_ENG_L073_Q738,73,Adverb,Which word is an Adverb?,car,red,gently,sing,gently,MCQ,,
F_ENG_L074_Q739,74,Adverb,The baby cried _________. (Adverb),loud,baby,loudly,sleep,loudly,MCQ,,
F_ENG_L074_Q740,74,Adverb,The girl crossed the road _________. (Adverb),safe,girl,road,safely,safely,MCQ,,
F_ENG_L074_Q741,74,Adverb,He waited _________ for his turn. (Adverb),boy,patiently,game,patient,patiently,MCQ,,
F_ENG_L074_Q742,74,Adverb,The students worked _________ during the test. (Adverb),quiet,quietly,test,school,quietly,MCQ,,
F_ENG_L074_Q743,74,Adverb,She opened the gift _________. (Adverb),eagerly,eager,gift,box,eagerly,MCQ,,
F_ENG_L074_Q744,74,Adverb,"Pick out the Adverb: ""The boy answered politely.""",the,answered,boy,politely,politely,MCQ,,
F_ENG_L074_Q745,74,Adverb,"Pick out the Adverb: ""The horse ran swiftly.""",swiftly,ran,horse,the,swiftly,MCQ,,
F_ENG_L074_Q746,74,Adverb,"Pick out the Adverb: ""She listened carefully.""",listened,she,carefully,book,carefully,MCQ,,
F_ENG_L074_Q747,74,Adverb,"Pick out the Adverb: ""The baby slept soundly.""",soundly,slept,baby,the,soundly,MCQ,,
F_ENG_L074_Q748,74,Adverb,"Pick out the Adverb: ""They cheered loudly.""",they,match,loudly,cheered,loudly,MCQ,,
F_ENG_L075_Q749,75,Adverb,An adverb describes a _________.,verb,noun,pronoun,conjunction,verb,MCQ,,
F_ENG_L075_Q750,75,Adverb,Which word tells how the action is done?,car,gently,run,teacher,gently,MCQ,,
F_ENG_L075_Q751,75,Adverb,The bird landed _________ on the branch. (Adverb),gentle,gently,branch,tree,gently,MCQ,,
F_ENG_L075_Q752,75,Adverb,The firefighters worked _________ to save the people. (Adverb),bravely,brave,firefighters,truck,bravely,MCQ,,
F_ENG_L075_Q753,75,Adverb,She completed her drawing _________. (Adverb),neat,drawing,pencil,neatly,neatly,MCQ,,
F_ENG_L075_Q754,75,Adverb,Which word is NOT an Adverb?,slowly,table,happily,quickly,table,MCQ,,
F_ENG_L075_Q755,75,Adverb,Which word is NOT an Adverb?,carefully,quietly,book,safely,book,MCQ,,
F_ENG_L075_Q756,75,Adverb,The puppy followed its owner _________. (Adverb),faithfully,puppy,faithful,dog,faithfully,MCQ,,
F_ENG_L075_Q757,75,Adverb,The children laughed _________. (Adverb),joyful,game,joyfully,children,joyfully,MCQ,,
F_ENG_L075_Q758,75,Adverb,"An adverb often answers the question ""_________ was it done?""",what,when,where,how,how,MCQ,,
F_ENG_L076_Q759,76,Adverb,Which word is an Adverb?,apple,book,teacher,slowly,slowly,MCQ,,
F_ENG_L076_Q760,76,Adverb,Which word is an Adverb?,green,jump,cat,carefully,carefully,MCQ,,
F_ENG_L076_Q761,76,Adverb,Which word is an Adverb?,run,school,quietly,blue,quietly,MCQ,,
F_ENG_L076_Q762,76,Adverb,Which word is an Adverb?,play,kind,happily,dog,happily,MCQ,,
F_ENG_L076_Q763,76,Adverb,Which word is an Adverb?,write,car,softly,red,softly,MCQ,,
F_ENG_L076_Q764,76,Adverb,The teacher spoke _________ to the class. (Adverb),clearly,teacher,class,clear,clearly,MCQ,,
F_ENG_L076_Q765,76,Adverb,The boy climbed the ladder _________. (Adverb),ladder,carefully,boy,careful,carefully,MCQ,,
F_ENG_L076_Q766,76,Adverb,She finished her homework _________. (Adverb),book,quick,quickly,homework,quickly,MCQ,,
F_ENG_L076_Q767,76,Adverb,The cat moved _________ through the room. (Adverb),cat,room,silent,silently,silently,MCQ,,
F_ENG_L076_Q768,76,Adverb,The team played _________ and won the match. (Adverb),match,good,team,well,well,MCQ,,
F_ENG_L077_Q769,77,Adverb,"Pick out the Adverb: ""The girl danced gracefully.""",girl,danced,stage,gracefully,gracefully,MCQ,,
F_ENG_L077_Q770,77,Adverb,"Pick out the Adverb: ""The boy spoke politely.""",boy,friend,spoke,politely,politely,MCQ,,
F_ENG_L077_Q771,77,Adverb,"Pick out the Adverb: ""The dog waited patiently.""",dog,waited,owner,patiently,patiently,MCQ,,
F_ENG_L077_Q772,77,Adverb,"Pick out the Adverb: ""The bird sang sweetly.""",bird,sang,tree,sweetly,sweetly,MCQ,,
F_ENG_L077_Q773,77,Adverb,"Pick out the Adverb: ""The baby smiled happily.""",smiled,baby,happily,mother,happily,MCQ,,
F_ENG_L077_Q774,77,Adverb,An adverb usually describes a _________.,verb,conjunction,noun,pronoun,verb,MCQ,,
F_ENG_L077_Q775,77,Adverb,Which word tells how an action is done?,car,teacher,apple,softly,softly,MCQ,,
F_ENG_L077_Q776,77,Adverb,The rabbit escaped _________ from the cage. (Adverb),quickly,rabbit,quick,cage,quickly,MCQ,,
F_ENG_L077_Q777,77,Adverb,The students listened _________ during the lesson. (Adverb),lesson,attentive,students,attentively,attentively,MCQ,,
F_ENG_L077_Q778,77,Adverb,He carried the glass _________ so it would not break. (Adverb),careful,table,glass,carefully,carefully,MCQ,,
F_ENG_L078_Q779,78,Adverb,Which word is NOT an Adverb?,slowly,quietly,happily,table,table,MCQ,,
F_ENG_L078_Q780,78,Adverb,Which word is NOT an Adverb?,book,softly,quickly,carefully,book,MCQ,,
F_ENG_L078_Q781,78,Adverb,The children walked _________ into the classroom. (Adverb),quietly,book,classroom,happy,quietly,MCQ,,
F_ENG_L078_Q782,78,Adverb,The audience clapped _________ after the performance. (Adverb),loudly,audience,stage,loud,loudly,MCQ,,
F_ENG_L078_Q783,78,Adverb,An adverb often answers the question _________?,how,which,who,when,how,MCQ,,
F_ENG_L078_Q784,78,Adverb,Which word is an Adverb?,carefully,book,apple,teacher,carefully,MCQ,,
F_ENG_L078_Q785,78,Adverb,Which word is an Adverb?,green,quickly,cat,jump,quickly,MCQ,,
F_ENG_L078_Q786,78,Adverb,Which word is an Adverb?,run,school,quietly,blue,quietly,MCQ,,
F_ENG_L078_Q787,78,Adverb,Which word is an Adverb?,kind,bravely,play,dog,bravely,MCQ,,
F_ENG_L078_Q788,78,Adverb,Which word is an Adverb?,red,write,car,honestly,honestly,MCQ,,
F_ENG_L079_Q789,79,Adverb,The girl answered the question _________. (Adverb),girl,question,correctly,correct,correctly,MCQ,,
F_ENG_L079_Q790,79,Adverb,The athlete ran _________ to win the race. (Adverb),track,faster,fast,runner,fast,MCQ,,
F_ENG_L079_Q791,79,Adverb,The children waited _________ for the show to begin. (Adverb),children,show,patiently,patient,patiently,MCQ,,
F_ENG_L079_Q792,79,Adverb,The bird landed _________ on the fence. (Adverb),fence,safely,safe,bird,safely,MCQ,,
F_ENG_L079_Q793,79,Adverb,She packed her books _________ into the bag. (Adverb),neatly,bag,books,neat,neatly,MCQ,,
F_ENG_L079_Q794,79,Adverb,"Pick out the Adverb: ""The horse galloped swiftly across the field.""",galloped,horse,swiftly,field,swiftly,MCQ,,
F_ENG_L079_Q795,79,Adverb,"Pick out the Adverb: ""The teacher explained the lesson clearly.""",lesson,clearly,explained,teacher,clearly,MCQ,,
F_ENG_L079_Q796,79,Adverb,"Pick out the Adverb: ""The baby slept peacefully.""",slept,peacefully,baby,bed,peacefully,MCQ,,
F_ENG_L079_Q797,79,Adverb,"Pick out the Adverb: ""The dog barked loudly at the stranger.""",stranger,barked,dog,loudly,loudly,MCQ,,
F_ENG_L079_Q798,79,Adverb,"Pick out the Adverb: ""The children cheered excitedly.""",cheered,game,excitedly,children,excitedly,MCQ,,
F_ENG_L080_Q799,80,Adverb,An adverb describes a _________.,adjective,verb,noun,pronoun,verb,MCQ,,
F_ENG_L080_Q800,80,Adverb,Which word tells how an action is done?,tree,safely,book,teacher,safely,MCQ,,
F_ENG_L080_Q801,80,Adverb,The firefighter acted _________ during the rescue. (Adverb),rescue,firefighter,bravely,brave,bravely,MCQ,,
F_ENG_L080_Q802,80,Adverb,The turtle moved _________ across the road. (Adverb),road,slow,turtle,slowly,slowly,MCQ,,
F_ENG_L080_Q803,80,Adverb,The singer performed _________ on stage. (Adverb),stage,singer,beautifully,beautiful,beautifully,MCQ,,
F_ENG_L080_Q804,80,Adverb,Which word is NOT an Adverb?,carefully,table,happily,slowly,table,MCQ,,
F_ENG_L080_Q805,80,Adverb,Which word is NOT an Adverb?,neatly,quickly,quietly,book,book,MCQ,,
F_ENG_L080_Q806,80,Adverb,The students entered the classroom _________. (Adverb),quietly,quiet,students,classroom,quietly,MCQ,,
F_ENG_L080_Q807,80,Adverb,The rabbit jumped _________ over the log. (Adverb),log,easy,easily,rabbit,easily,MCQ,,
F_ENG_L080_Q808,80,Adverb,"An adverb often answers the question ""_________?""",how,which,who,where,how,MCQ,,
F_ENG_L081_Q809,81,,,,,,,,Lesson,English/conjunction.md,
F_ENG_L081_Q810,81,Conjunction,This is a small _________ heavy. (Conjunction),but,or,so,for,but,MCQ,,
F_ENG_L081_Q811,81,Conjunction,"I wanted to play, _________ it started raining. (Conjunction)",but,and,because,so,but,MCQ,,
F_ENG_L081_Q812,81,Conjunction,"She studied hard, _________ she passed the exam. (Conjunction)",so,but,or,yet,so,MCQ,,
F_ENG_L081_Q813,81,Conjunction,Would you like tea _________ coffee? (Conjunction),but,so,or,because,or,MCQ,,
F_ENG_L081_Q814,81,Conjunction,"He was tired, _________ he kept working. (Conjunction)",and,because,but,or,but,MCQ,,
F_ENG_L081_Q815,81,Conjunction,The boy is small  _______ brave. (Conjunction),so,or,but,because,but,MCQ,,
F_ENG_L081_Q816,81,Conjunction,I stayed home _________ I was feeling sick. (Conjunction),but,because,and,or,because,MCQ,,
F_ENG_L081_Q817,81,Conjunction,We went to the park _________ played football. (Conjunction),and,but,or,so,and,MCQ,,
F_ENG_L081_Q818,81,Conjunction,"Hurry up, _________ you will miss the train. (Conjunction)",because,or,and,but,or,MCQ,,
F_ENG_L081_Q819,81,Conjunction,She is smart _________ hardworking. (Conjunction),because,but,or,and,and,MCQ,,
F_ENG_L082_Q820,82,Conjunction,"He did not call, _________ he sent a message. (Conjunction)",so,and,because,but,but,MCQ,,
F_ENG_L082_Q821,82,Conjunction,"The weather was cold, _________ we stayed indoors. (Conjunction)",but,so,or,yet,so,MCQ,,
F_ENG_L082_Q822,82,Conjunction,You can take a bus _________ a taxi. (Conjunction),or,and,because,but,or,MCQ,,
F_ENG_L082_Q823,82,Conjunction,The baby cried _________ it was hungry. (Conjunction),because,but,and,so,because,MCQ,,
F_ENG_L082_Q824,82,Conjunction,She opened the window _________ let in fresh air. (Conjunction),but,and,because,or,and,MCQ,,
F_ENG_L082_Q825,82,Conjunction,"I wanted to buy the book, _________ I had no money. (Conjunction)",because,so,or,but,but,MCQ,,
F_ENG_L082_Q826,82,Conjunction,He woke up early _________ went for a walk. (Conjunction),because,or,but,and,and,MCQ,,
F_ENG_L082_Q827,82,Conjunction,"Study well, _________ you may fail the test. (Conjunction)",and,because,or,but,or,MCQ,,
F_ENG_L082_Q828,82,Conjunction,The food was tasty _________ expensive. (Conjunction),because,but,and,so,but,MCQ,,
F_ENG_L082_Q829,82,Conjunction,We stayed inside _________ the storm was strong. (Conjunction),or,and,because,but,because,MCQ,,
F_ENG_L083_Q830,83,Conjunction,My sister likes music _________ dancing. (Conjunction),or,because,and,but,and,MCQ,,
F_ENG_L083_Q831,83,Conjunction,"He practiced daily, _________ he became a better player. (Conjunction)",or,but,so,because,so,MCQ,,
F_ENG_L083_Q832,83,Conjunction,Do you want apples _________ bananas? (Conjunction),or,and,but,because,or,MCQ,,
F_ENG_L083_Q833,83,Conjunction,The room was small _________ comfortable. (Conjunction),and,so,because,but,but,MCQ,,
F_ENG_L083_Q834,83,Conjunction,She smiled _________ waved at her friend. (Conjunction),and,because,but,or,and,MCQ,,
F_ENG_L083_Q835,83,Conjunction,"The boy was hungry, _________ he ate a sandwich. (Conjunction)",because,but,or,so,so,MCQ,,
F_ENG_L083_Q836,83,Conjunction,She can sing _________ dance very well. (Conjunction),or,but,because,and,and,MCQ,,
F_ENG_L083_Q837,83,Conjunction,We stayed at home _________ it was raining heavily. (Conjunction),or,and,but,because,because,MCQ,,
F_ENG_L083_Q838,83,Conjunction,"Take an umbrella, _________ you may get wet. (Conjunction)",or,and,because,but,or,MCQ,,
F_ENG_L083_Q839,83,Conjunction,The toy is  old _____ very useful. (Conjunction),or,because,but,so,but,MCQ,,
F_ENG_L084_Q840,84,Conjunction,I finished my homework _________ went to bed. (Conjunction),because,and,or,but,and,MCQ,,
F_ENG_L084_Q841,84,Conjunction,"The road was slippery, _________ we drove carefully. (Conjunction)",so,but,and,because,so,MCQ,,
F_ENG_L084_Q842,84,Conjunction,Would you like juice _________ milk? (Conjunction),because,but,and,or,or,MCQ,,
F_ENG_L084_Q843,84,Conjunction,"She did not study, _________ she failed the test. (Conjunction)",because,but,and,so,so,MCQ,,
F_ENG_L084_Q844,84,Conjunction,The movie was long _________ interesting. (Conjunction),because,or,but,so,but,MCQ,,
F_ENG_L084_Q845,84,Conjunction,He opened the box _________ found a gift inside. (Conjunction),or,but,because,and,and,MCQ,,
F_ENG_L084_Q846,84,Conjunction,I could not attend class _________ I was sick. (Conjunction),and,or,but,because,because,MCQ,,
F_ENG_L084_Q847,84,Conjunction,"Walk faster, _________ you will be late. (Conjunction)",and,or,but,because,or,MCQ,,
F_ENG_L084_Q848,84,Conjunction,The cat jumped onto the chair _________ slept there. (Conjunction),because,or,and,but,and,MCQ,,
F_ENG_L084_Q849,84,Conjunction,She is kind ________ helpful. (Conjunction),and,so,or,but,and,MCQ,,
F_ENG_L085_Q850,85,Conjunction,"The shop was closed, _________ we returned home. (Conjunction)",so,because,but,or,so,MCQ,,
F_ENG_L085_Q851,85,Conjunction,"He tried hard, _________ he could not win. (Conjunction)",and,because,but,or,but,MCQ,,
F_ENG_L085_Q852,85,Conjunction,"You must hurry, _________ the bus will leave soon. (Conjunction)",or,because,but,and,or,MCQ,,
F_ENG_L085_Q853,85,Conjunction,The child cried _________ he lost his toy. (Conjunction),because,so,and,but,because,MCQ,,
F_ENG_L085_Q854,85,Conjunction,We bought fruits _________ vegetables from the market. (Conjunction),or,and,but,because,and,MCQ,,
F_ENG_L085_Q855,85,Conjunction,"The room was dark, _________ I switched on the light. (Conjunction)",or,because,so,but,so,MCQ,,
F_ENG_L085_Q856,85,Conjunction,"She was hungry, _____ she ate lunch. (Conjunction)",and,because,but,so,so,MCQ,,
F_ENG_L085_Q857,85,Conjunction,Do you prefer tea ______ coffee in the morning? (Conjunction),or,and,but,because,or,MCQ,,
F_ENG_L085_Q858,85,Conjunction,"He was sleepy, _________  he finished his homework. (Conjunction)",so,because,or,but,but,MCQ,,
F_ENG_L085_Q859,85,Conjunction,The children laughed _________ clapped their hands happily. (Conjunction),because,and,but,or,and,MCQ,,
F_ENG_L086_Q860,86,,,,,,,,Lesson,English/interjection.md,
F_ENG_L086_Q861,86,Interjection,___! That was an amazing goal.,Quickly,Run,Beautiful,Wow,Wow,MCQ,,
F_ENG_L086_Q862,86,Interjection,___! I forgot my homework.,Jump,Oops,Table,Blue,Oops,MCQ,,
F_ENG_L086_Q863,86,Interjection,___! We won the match.,Slowly,Chair,Hooray,School,Hooray,MCQ,,
F_ENG_L086_Q864,86,Interjection,___! That hurt my finger.,Under,Ouch,Happy,Walk,Ouch,MCQ,,
F_ENG_L086_Q865,86,Interjection,___! The food tastes great.,Book,Yummy,Write,Tall,Yummy,MCQ,,
F_ENG_L086_Q866,86,Interjection,___! I didn't expect to see you here.,Oh,Green,Window,Run,Oh,MCQ,,
F_ENG_L086_Q867,86,Interjection,___! The glass is falling.,Watch out,Dog,Pencil,Quickly,Watch out,MCQ,,
F_ENG_L086_Q868,86,Interjection,___! We are going on vacation tomorrow.,Orange,Yay,School,Dance,Yay,MCQ,,
F_ENG_L086_Q869,86,Interjection,___! The baby is so cute.,Fast,Aww,Table,Jump,Aww,MCQ,,
F_ENG_L086_Q870,86,Interjection,___! I stepped in a puddle.,Sing,Oops,Cloud,Loud,Oops,MCQ,,
F_ENG_L087_Q871,87,Interjection,___! The magician disappeared.,Wow,Small,Desk,Read,Wow,MCQ,,
F_ENG_L087_Q872,87,Interjection,___! I lost my pencil.,Oh no,Swim,Bag,Pretty,Oh no,MCQ,,
F_ENG_L087_Q873,87,Interjection,___! You scared me.,House,Yellow,Slowly,Ah,Ah,MCQ,,
F_ENG_L087_Q874,87,Interjection,___! What a beautiful rainbow.,Quiet,Wow,Play,Tree,Wow,MCQ,,
F_ENG_L087_Q875,87,Interjection,___! We finished our homework.,Tiny,Hooray,Apple,Talk,Hooray,MCQ,,
F_ENG_L087_Q876,87,Interjection,___! The soup is very hot.,Book,Strong,Yikes,Walk,Yikes,MCQ,,
F_ENG_L087_Q877,87,Interjection,___! I dropped my ice cream.,Oh no,Smile,Chair,Blue,Oh no,MCQ,,
F_ENG_L087_Q878,87,Interjection,___! That joke was funny.,Round,Dance,Ha ha,School,Ha ha,MCQ,,
F_ENG_L087_Q879,87,Interjection,___! The fireworks are beautiful.,Run,Large,Pen,Wow,Wow,MCQ,,
F_ENG_L087_Q880,87,Interjection,___! We got full marks in the test.,Red,Hooray,Sing,Window,Hooray,MCQ,,
F_ENG_L088_Q881,88,Interjection,___! I touched something sharp.,Jump,Happy,Ouch,Bottle,Ouch,MCQ,,
F_ENG_L088_Q882,88,Interjection,___! Look at that giant elephant.,Desk,Short,Wow,Write,Wow,MCQ,,
F_ENG_L088_Q883,88,Interjection,___! I nearly fell off my bike.,Read,Door,Bright,Yikes,Yikes,MCQ,,
F_ENG_L088_Q884,88,Interjection,___! Look at the beautiful rainbow.,Wow,Young,Table,Walk,Wow,MCQ,,
F_ENG_L088_Q885,88,Interjection,___! We are the champions.,Book,Kind,Draw,Hooray,Hooray,MCQ,,
F_ENG_L088_Q886,88,Interjection,___! I found a treasure map.,Chair,Blue,Run,Wow,Wow,MCQ,,
F_ENG_L088_Q887,88,Interjection,___! The movie was fantastic.,Wow,Table,Happy,Sing,Wow,MCQ,,
F_ENG_L088_Q888,88,Interjection,___! I accidentally broke the vase.,Walk,Book,Green,Oops,Oops,MCQ,,
F_ENG_L088_Q889,88,Interjection,___! We are going to the amusement park.,Jump,Yellow,School,Yay,Yay,MCQ,,
F_ENG_L088_Q890,88,Interjection,___! I bumped my head on the door.,Ouch,Tall,Pencil,Read,Ouch,MCQ,,
F_ENG_L089_Q891,89,Interjection,___! The puppy is adorable.,Aww,Strong,Desk,Dance,Aww,MCQ,,
F_ENG_L089_Q892,89,Interjection,___! You nearly hit the wall.,Watch out,Tree,Bright,Swim,Watch out,MCQ,,
F_ENG_L089_Q893,89,Interjection,___! I forgot my friend's birthday.,House,Oh no,Write,Fast,Oh no,MCQ,,
F_ENG_L089_Q894,89,Interjection,___! That's a huge cake.,Kind,Door,Wow,Run,Wow,MCQ,,
F_ENG_L089_Q895,89,Interjection,___! We finished first in the race.,Apple,Quiet,Hooray,Draw,Hooray,MCQ,,
F_ENG_L089_Q896,89,Interjection,___! The roller coaster is moving fast.,Small,Read,Chair,Yikes,Yikes,MCQ,,
F_ENG_L089_Q897,89,Interjection,___! I didn't know you were here.,Table,Blue,Walk,Oh,Oh,MCQ,,
F_ENG_L089_Q898,89,Interjection,___! The clown made everyone laugh.,Pretty,Ha ha,Book,Jump,Ha ha,MCQ,,
F_ENG_L089_Q899,89,Interjection,___! I spilled juice on my shirt.,Round,Sing,Oops,Window,Oops,MCQ,,
F_ENG_L089_Q900,89,Interjection,___! That lightning was very bright.,Young,Wow,Desk,Swim,Wow,MCQ,,
F_ENG_L090_Q901,90,Interjection,___! We passed the exam.,Hooray,Door,Tiny,Talk,Hooray,MCQ,,
F_ENG_L090_Q902,90,Interjection,___! I touched a hot pan.,School,Run,Large,Ouch,Ouch,MCQ,,
F_ENG_L090_Q903,90,Interjection,___! The kitten fell asleep in my lap.,Write,Cold,Book,Aww,Aww,MCQ,,
F_ENG_L090_Q904,90,Interjection,___! The bus is coming quickly.,Read,Tree,Look out,Sharp,Look out,MCQ,,
F_ENG_L090_Q905,90,Interjection,___! I can't find my backpack.,Oh no,Soft,Table,Draw,Oh no,MCQ,,
F_ENG_L090_Q906,90,Interjection,___! We get an extra holiday tomorrow.,Walk,Heavy,Chair,Yay,Yay,MCQ,,
F_ENG_L090_Q907,90,Interjection,___! That magic trick was unbelievable.,Wow,Warm,Run,Window,Wow,MCQ,,
F_ENG_L090_Q908,90,Interjection,___! The bee almost stung me.,Slow,Desk,Jump,Yikes,Yikes,MCQ,,
F_ENG_L090_Q909,90,Interjection,___! You solved the puzzle perfectly.,Green,Bravo,Door,Sing,Bravo,MCQ,,
F_ENG_L090_Q910,90,Interjection,___! The concert was amazing.,Read,Book,Happy,Wow,Wow,MCQ,,
F_ENG_L091_Q911,91,Interjection,___! You answered every question correctly.,Blue,Jump,Bravo,Chair,Bravo,MCQ,,
F_ENG_L091_Q912,91,Interjection,___! The glass is about to fall.,Happy,Book,Write,Look out,Look out,MCQ,,
F_ENG_L091_Q913,91,Interjection,___! We are finally at the beach.,Green,Yay,Run,Table,Yay,MCQ,,
F_ENG_L091_Q914,91,Interjection,___! That spider is huge.,Tall,Sing,Yikes,School,Yikes,MCQ,,
F_ENG_L091_Q915,91,Interjection,___! I accidentally deleted my homework.,Oops,Yellow,Desk,Walk,Oops,MCQ,,
F_ENG_L091_Q916,91,Interjection,___! The baby just smiled at me.,Aww,Strong,Tree,Read,Aww,MCQ,,
F_ENG_L091_Q917,91,Interjection,___! What a beautiful painting.,Bright,Jump,Wow,Apple,Wow,MCQ,,
F_ENG_L091_Q918,91,Interjection,___! I hurt my knee while running.,Ouch,Kind,Door,Swim,Ouch,MCQ,,
F_ENG_L091_Q919,91,Interjection,___! We won the science competition.,Hooray,Quiet,Book,Draw,Hooray,MCQ,,
F_ENG_L091_Q920,91,Interjection,___! I didn't expect such a surprise.,Talk,Window,Oh,Small,Oh,MCQ,,
F_ENG_L092_Q921,92,Interjection,___! I forgot to bring my lunch.,Pretty,Oh no,Chair,Write,Oh no,MCQ,,
F_ENG_L092_Q922,92,Interjection,___! That joke was hilarious.,Ha ha,Round,Table,Run,Ha ha,MCQ,,
F_ENG_L092_Q923,92,Interjection,___! The puppy learned a new trick.,School,Sing,Bravo,Young,Bravo,MCQ,,
F_ENG_L092_Q924,92,Interjection,___! The soup smells delicious.,Desk,Read,Tiny,Yummy,Yummy,MCQ,,
